sex,cause,age,val,upper,lower
Female,Cardiovascular diseases,68,2969.6679568256877,3479.490908648112,2530.512169872035
Female,Cardiovascular diseases,69,3186.197116063468,3696.280281548269,2750.6107289324837
Female,Cardiovascular diseases,70,3400.9243754298095,3910.1940784562744,2970.046423526641
Female,Cardiovascular diseases,71,3613.5344635314564,4134.443571239162,3173.634663011812
Female,Cardiovascular diseases,72,3823.7121089751495,4382.2400317639695,3346.1908567453
Female,Cardiovascular diseases,73,4027.9088541812116,4671.191926696035,3480.6403471080775
Female,Cardiovascular diseases,74,4226.391007051762,4995.346160589462,3591.366871938457
Female,Cardiovascular diseases,75,4424.565444416237,5332.571662144428,3695.3734337797537
Female,Cardiovascular diseases,76,4627.839043104074,5660.737360061108,3809.663035175286
Female,Cardiovascular diseases,77,4841.61867994471,5957.71218303968,3951.23867866837
Female,Cardiovascular diseases,78,5069.803333296634,6208.259929955088,4155.2719455241695
Female,Cardiovascular diseases,79,5309.427481758179,6429.030911225814,4418.267272862017
Female,Cardiovascular diseases,80,5555.601252518533,6645.7238228673405,4699.226947006492
Female,Cardiovascular diseases,81,5803.434772766886,6884.037360895152,4957.153254282163
Female,Cardiovascular diseases,82,6048.0381696924305,7169.67022132473,5151.0484810136095
Female,Cardiovascular diseases,83,6295.187948059823,7603.3620795430825,5278.647596181708
Female,Cardiovascular diseases,84,6548.144032275293,8181.628058154553,5377.433112520746
Female,Cardiovascular diseases,85,6798.241678990386,8773.83002400064,5466.028631985408
Female,Cardiovascular diseases,86,7036.816144856651,9249.329843922831,5563.057756530378
Female,Cardiovascular diseases,87,7255.20268652563,9477.48938476262,5687.14408811034
Female,Cardiovascular diseases,88,7452.358501642746,9524.005252941788,5882.291949206242
Female,Cardiovascular diseases,89,7635.93142012055,9550.430073818623,6143.675047119288
Female,Cardiovascular diseases,90,7810.292647011294,9569.909742639393,6416.671061034549
Female,Cardiovascular diseases,91,7979.813387367225,9595.590154650365,6646.657670137095
Female,Cardiovascular diseases,92,8148.86484624059,9640.6172050978,6779.012553612
Female,Cardiovascular diseases,93,8317.66106340876,9768.532980054304,6840.798829429269
Female,Cardiovascular diseases,94,8483.440787725496,10015.960753693265,6893.65581704572
Female,Cardiovascular diseases,95,8646.112287857646,10355.668203412148,6934.825497876639
Female,Cardiovascular diseases,96,8805.583832472046,10760.4230066084,6961.549853337314
Female,Cardiovascular diseases,97,8961.76369023554,11202.99284067949,6971.07086484303
Female,Cardiovascular diseases,98,8961.76369023554,11202.99284067949,6971.070864843031
Female,Cardiovascular diseases,99,8961.76369023554,11202.99284067949,6971.070864843031
Female,Cardiovascular diseases,100,8961.76369023554,11202.99284067949,6971.070864843031
Female,Chronic respiratory diseases,0,0.0,0.0,0.0
Female,Chronic respiratory diseases,1,788.9690695262373,1195.1548568920975,428.3091849073565
Female,Chronic respiratory diseases,2,2091.589374639954,3183.593301847318,1132.5107097934506
Female,Chronic respiratory diseases,3,2631.33784648294,4012.6792266285,1423.2961773911102
Female,Chronic respiratory diseases,4,2409.115327194882,3714.3703091082516,1296.380240412552
Female,Chronic respiratory diseases,5,1906.1555581523987,3036.6350534404487,1008.9268914370932
Female,Chronic respiratory diseases,6,1368.0202225880262,2305.260704964504,700.877823405058
Female,Chronic respiratory diseases,7,1040.2710037343,1846.03450901983,512.1747292567701
Female,Chronic respiratory diseases,8,913.0512622866866,1654.548696337408,436.3344539895027
Female,Chronic respiratory diseases,9,810.8620782180975,1503.0433224635879,373.74902432213486
Female,Chronic respiratory diseases,10,730.8017136772381,1382.2773699608344,324.6729057773997
Female,Chronic respiratory diseases,11,669.9684308128138,1283.0098213916137,289.36056387803035
